id,v_21,v_32,v_15,v_4,v_1,v_8,v_12,v_25,v_20,v_18,v_3,v_11,v_14,v_26,v_27,v_30,v_9,v_31,v_28,v_13,v_33,v_17,v_19,v_29,v_23,v_24,v_10,v_5,v_6,v_22,v_0,v_7,v_2,v_16,v_34,v_35,v_36,v_37,v_38,v_39,v_40,label
771,4,50,10,76,1,3,16,21,66,11,5,0,0,1,0,0,0,37,0,21,32,57,25,17,7,20,26,43,13,26,14,7.6,2.6,0.32,5,32,34,1,43,25,4,0
772,3,6,11,155,1,1,16,1,168,103,70,1,0,0,1,0,0,28,0,14,29,47,24,19,3,15,25,41,13,25,12,11.1,0.6,2.02,0,87,17,35,3,2,0,1
773,3,95,10,53,1,6,17,182,256,29,48,0,1,1,0,1,1,37,0,20,35,53,33,27,3,19,32,47,18,31,19,20.1,3.6,4.02,2,63,53,4,29,10,9,2
774,3,89,10,54,1,1,16,181,278,103,70,0,0,0,1,1,1,26,0,14,29,47,24,19,3,15,25,37,14,25,12,12.4,0.5,1.79,7,32,21,27,48,52,3,1
775,11,98,15,163,1,9,24,190,258,105,110,0,1,1,0,1,1,35,0,18,32,50,23,21,3,17,25,43,13,30,21,18.7,10.7,3.3,9,47,20,23,51,39,6,0
776,3,89,14,59,1,1,42,12,137,11,87,1,0,0,1,1,0,28,1,14,28,46,23,20,3,15,24,36,13,30,12,8.9,1.4,3.51,1,3,25,25,36,55,2,1
777,3,116,10,76,1,14,16,1,60,23,13,0,0,0,1,1,0,36,0,14,29,50,18,6,3,15,25,39,9,23,13,16.2,0.3,-0.92,5,4,11,11,18,64,1,0
778,3,157,10,52,1,14,16,1,168,23,79,0,0,0,1,1,0,28,0,14,29,48,24,19,3,15,25,37,14,25,12,12.4,0.5,1.79,0,34,49,22,2,61,3,1
779,3,72,10,121,1,1,16,181,251,103,87,1,0,0,1,0,0,28,0,14,30,48,24,19,3,15,27,40,15,26,12,12.4,0.5,1.79,2,48,48,40,11,35,5,1
780,3,7,10,158,1,1,16,110,278,103,87,0,0,0,0,0,0,36,0,25,34,52,29,17,3,23,27,39,16,25,12,15.5,2.8,-4.06,6,22,28,19,22,28,2,0
781,3,89,10,100,1,1,16,1,6,12,31,1,0,0,1,0,1,26,0,14,29,47,24,20,3,15,25,37,14,26,12,8.9,1.4,3.51,9,47,22,2,53,49,2,1
782,8,92,19,153,1,10,23,187,10,108,75,0,1,1,0,1,1,36,0,22,32,53,30,24,5,24,28,47,21,35,20,18.8,3.4,4.74,4,21,44,16,8,47,1,1
783,12,119,19,108,1,18,22,174,248,6,8,0,1,1,0,1,1,58,0,21,31,57,19,14,11,22,32,51,11,19,18,10.4,5.2,0.8799999999999999,2,6,16,40,62,73,6,0
784,3,6,10,158,1,1,16,183,251,36,45,0,0,0,1,0,0,27,0,14,29,49,24,18,3,15,25,41,12,24,12,7.6,2.6,0.32,5,48,28,20,45,20,1,0
785,3,89,14,102,1,1,16,1,168,23,70,1,0,0,0,1,0,26,0,14,29,53,18,6,3,15,25,31,8,13,12,9.4,-0.8,-3.12,0,97,12,17,34,48,3,0
786,3,89,10,148,1,1,16,110,168,30,44,1,0,0,1,0,0,28,0,14,28,48,22,18,3,15,24,36,12,24,12,7.6,2.6,0.32,8,3,45,9,16,24,4,1
787,10,8,14,100,1,10,16,185,12,26,105,0,1,1,0,1,1,35,0,16,33,54,28,21,4,18,26,41,17,25,18,13.4,1.2,-1.12,5,96,16,11,44,36,10,1
788,12,93,20,150,1,4,24,3,256,38,73,0,1,1,0,1,1,35,0,16,35,47,29,19,6,16,33,44,13,27,12,16.9,5.4,8.51,12,56,33,26,2,45,6,1
789,3,6,13,54,1,1,16,12,168,11,104,1,0,0,1,1,0,27,0,14,29,48,24,18,3,15,25,39,14,25,12,9.4,-0.8,-3.12,2,69,2,12,35,56,3,2
790,3,89,11,96,1,1,16,3,60,11,17,1,0,0,1,0,0,27,0,14,28,51,21,17,3,15,24,40,12,24,12,12.7,3.7,-1.7,3,15,2,10,40,52,4,2
791,3,6,10,100,1,1,16,1,60,23,17,0,0,0,1,0,0,26,0,14,29,47,24,20,3,15,25,37,14,26,12,10.8,1.4,1.74,8,82,8,36,25,8,3,1
792,3,89,10,121,1,1,16,181,251,30,44,1,0,0,1,0,0,27,0,14,31,49,25,20,3,15,27,39,15,27,12,10.8,1.4,1.74,9,50,16,16,28,30,3,1
793,7,8,15,96,1,7,24,5,62,103,51,0,1,1,0,1,1,30,1,20,32,48,21,12,10,21,29,41,16,16,13,17.7,8.7,7.3,5,103,35,1,48,47,10,0
794,3,6,15,102,1,1,16,183,168,103,44,1,0,0,1,0,0,26,0,14,29,52,24,18,3,15,25,42,12,25,12,8.9,1.4,3.51,3,15,42,34,24,75,5,1
795,3,6,10,55,1,1,16,1,6,103,70,0,0,0,1,0,0,27,0,14,28,48,21,18,3,15,24,38,12,23,12,7.6,2.6,0.32,4,87,6,29,58,44,3,2
796,3,89,12,55,1,1,16,110,251,30,44,1,0,0,1,0,0,29,0,14,28,55,20,19,5,15,24,39,12,25,13,9.4,-0.8,-3.12,0,28,33,12,2,24,3,2
797,3,92,13,155,1,1,16,1,6,103,87,1,0,0,1,0,1,29,0,14,29,47,24,18,3,15,25,37,14,24,12,11.1,0.6,2.02,0,41,17,16,2,31,0,1
798,3,157,10,52,1,14,16,110,278,36,45,1,0,0,1,1,0,27,0,14,29,49,24,18,3,15,25,42,13,26,12,12.4,0.5,1.79,5,1,25,14,56,72,2,1
799,3,6,10,121,1,1,16,5,6,12,31,0,1,0,1,0,0,26,0,14,30,51,24,17,3,15,27,42,15,26,12,16.2,0.3,-0.92,1,99,16,23,48,27,0,1
800,3,6,10,76,1,1,16,1,6,12,87,1,0,0,1,0,0,28,0,14,29,52,24,19,3,15,25,41,14,26,12,16.2,0.3,-0.92,3,3,16,11,57,37,2,2
801,3,89,11,55,1,1,16,1,6,103,104,0,0,0,0,0,0,28,0,14,28,49,20,16,3,15,24,39,10,25,12,7.6,2.6,0.32,1,9,5,0,33,21,5,0
802,3,116,10,167,0,1,16,1,6,12,70,0,0,0,1,1,0,34,0,14,28,46,23,18,3,15,24,36,13,25,12,15.5,2.8,-4.06,2,36,39,26,43,28,5,1
803,12,9,11,128,1,3,19,110,175,21,72,0,0,1,0,1,0,33,0,14,36,49,27,23,4,18,35,48,24,27,20,20.1,2.6,8.02,9,100,37,28,11,37,9,1
804,3,6,11,121,1,1,16,183,6,38,39,1,0,0,1,0,1,26,0,14,31,49,25,18,3,15,27,39,15,25,12,12.7,3.7,-1.7,3,21,17,19,24,15,3,1
805,3,116,10,121,1,3,16,110,6,23,79,0,0,0,1,0,0,32,0,14,31,49,25,18,3,15,27,39,15,25,12,10.8,1.4,1.74,3,50,49,36,52,27,3,1
806,3,6,12,155,1,1,16,183,168,38,70,1,0,1,0,0,0,27,0,14,29,48,24,18,3,15,25,41,10,23,12,16.2,0.3,-0.92,9,99,27,37,40,16,0,0
807,3,116,10,52,1,1,16,181,168,36,39,0,0,0,1,1,0,43,0,15,29,48,23,18,3,16,25,42,13,26,12,15.5,2.8,-4.06,6,13,41,22,38,5,5,1
808,3,6,10,100,1,1,16,165,278,3,70,1,0,0,1,0,0,28,0,14,29,50,23,17,3,15,25,41,12,24,12,7.6,2.6,0.32,4,14,49,17,1,76,1,0
809,3,97,18,157,1,7,17,6,9,26,76,0,1,1,0,1,1,36,0,18,31,52,28,21,5,24,27,40,23,31,16,17.9,4.4,8.51,11,83,13,43,57,46,8,1
810,3,6,10,55,1,1,16,1,60,103,13,1,0,0,1,0,0,27,0,15,29,55,24,21,3,15,25,40,14,25,12,15.5,2.8,-4.06,3,73,3,13,31,52,1,1
811,3,93,20,97,1,1,18,181,255,112,90,0,1,1,0,1,1,48,0,20,35,51,23,13,12,17,29,35,9,21,18,17.4,5.2,-1.12,13,6,40,40,53,45,4,0
812,3,116,10,55,1,1,16,5,60,23,17,1,0,0,1,0,0,34,0,14,29,52,21,17,3,15,25,50,12,25,12,12.4,0.5,1.79,5,11,41,29,1,1,1,2
813,3,6,12,121,1,1,16,183,278,30,70,1,0,0,1,0,1,26,0,14,31,52,25,18,3,15,27,42,15,25,12,10.8,1.4,1.74,0,55,17,13,39,32,1,1
814,3,6,10,158,1,1,16,181,168,36,70,1,0,0,1,0,0,26,0,14,29,52,21,17,3,15,25,42,11,23,12,9.4,-0.8,-3.12,1,29,7,34,13,25,1,0
815,3,116,10,167,0,12,16,110,251,103,87,0,0,0,0,1,0,37,0,14,28,52,20,17,3,15,24,40,9,25,12,11.1,0.6,2.02,9,86,9,12,51,77,3,0
816,3,147,11,59,1,1,16,183,168,103,45,1,0,1,1,1,0,26,0,14,28,50,20,16,3,15,24,40,8,13,12,15.5,2.8,-4.06,2,55,3,36,43,37,3,2
817,3,147,10,121,1,1,16,110,251,287,342,1,0,0,1,0,0,29,0,14,30,53,22,19,3,15,26,39,14,25,12,13.9,-0.3,0.79,0,15,30,4,22,57,4,2
818,3,116,11,96,1,9,16,110,278,103,87,1,0,1,0,1,0,36,0,14,28,46,18,6,3,15,24,36,8,13,12,9.4,-0.8,-3.12,8,0,38,10,13,69,1,0
819,3,89,12,158,1,1,16,183,278,30,70,1,0,0,1,0,0,27,0,14,29,50,23,18,3,15,25,41,11,23,12,10.8,1.4,1.74,7,77,0,40,52,6,1,0
820,4,6,10,167,0,1,16,110,168,103,87,0,0,0,1,0,0,36,0,14,28,46,23,18,3,15,24,37,13,24,12,7.6,2.6,0.32,9,45,18,22,14,54,1,1
821,3,6,11,121,1,1,16,110,168,38,70,1,0,0,1,0,1,26,0,14,31,49,25,20,3,15,27,39,15,27,12,10.8,1.4,1.74,8,50,5,1,18,22,3,1
822,3,116,10,102,1,1,16,110,168,23,70,0,0,1,0,0,1,36,0,14,29,47,24,16,3,15,25,38,13,24,12,13.9,-0.3,0.79,4,81,43,9,48,78,3,0
823,3,6,12,121,1,1,16,181,278,103,44,1,0,0,1,0,0,26,0,14,30,48,24,20,3,15,26,38,14,27,12,7.6,2.6,0.32,3,8,20,35,56,64,0,1
824,3,92,11,121,1,1,16,110,6,30,44,1,0,0,1,0,1,27,0,14,30,49,24,18,3,15,27,40,16,25,12,11.1,0.6,2.02,1,66,8,32,22,48,3,1
825,3,92,10,121,1,1,16,181,251,12,31,1,0,0,1,0,1,27,0,14,31,49,25,17,3,15,27,39,15,24,12,10.8,1.4,1.74,7,51,4,25,7,26,2,1
826,3,6,10,54,1,1,16,181,251,103,45,0,0,0,1,0,1,27,0,14,29,48,23,19,3,15,25,37,14,25,12,15.5,2.8,-4.06,4,15,32,39,1,65,3,1
827,3,89,10,55,1,1,16,1,6,23,70,1,0,0,1,1,0,30,0,14,29,57,18,6,3,15,25,38,8,13,12,16.2,0.3,-0.92,9,66,37,15,21,58,3,0
828,3,147,13,96,1,1,16,181,251,103,87,0,0,0,1,0,0,27,0,17,33,56,23,17,3,19,29,45,16,25,12,7.6,2.6,0.32,2,75,15,10,26,54,3,1
829,3,6,12,148,1,1,16,181,251,38,70,1,0,0,1,1,0,27,0,14,28,48,21,17,3,15,24,38,12,24,12,9.4,-0.8,-3.12,7,13,29,21,57,78,4,2
830,3,6,10,148,1,1,16,183,278,103,87,0,0,0,1,0,1,27,0,14,28,46,23,18,3,15,24,36,13,27,12,9.4,-0.8,-3.12,0,18,10,32,53,71,4,1
831,3,89,10,167,0,15,16,181,251,36,45,0,0,0,1,0,0,37,0,14,28,51,23,19,3,15,24,45,13,25,15,16.2,0.3,-0.92,8,64,30,1,38,50,2,1
832,3,167,10,55,1,16,16,1,168,23,79,1,0,0,1,0,0,28,0,21,34,54,29,20,3,19,28,42,17,26,12,8.9,1.4,3.51,7,74,38,12,51,61,1,1
833,4,116,10,52,1,1,16,5,60,11,17,0,0,1,0,0,0,42,0,15,29,51,24,20,3,15,25,40,14,25,12,11.1,0.6,2.02,7,13,46,24,47,63,2,2
834,3,6,10,121,1,1,16,110,168,23,44,1,0,0,1,1,0,27,0,14,30,50,18,6,3,15,26,39,8,13,12,15.5,2.8,-4.06,9,20,25,32,10,44,2,0
835,3,157,10,54,1,14,16,1,168,23,70,0,0,1,0,1,0,28,0,14,29,52,18,6,9,15,25,43,8,13,24,16.2,0.3,-0.92,8,83,46,9,53,35,4,0
836,3,6,10,76,1,1,16,5,6,7,31,0,0,0,0,0,0,31,0,14,28,50,18,6,6,16,24,41,9,25,15,10.8,1.4,1.74,8,18,0,40,24,26,0,0
837,3,89,11,102,1,1,16,181,251,103,70,1,0,0,1,0,1,28,0,14,29,51,22,17,3,15,25,41,12,24,12,12.7,3.7,-1.7,8,7,11,23,30,48,5,1
838,12,151,10,167,1,9,21,190,251,27,75,0,1,1,0,1,1,50,0,22,38,68,30,20,3,28,37,59,25,31,20,21.7,10.7,3.3,11,22,47,24,52,14,5,0
839,3,89,14,55,1,1,16,110,168,121,70,0,0,0,0,0,0,26,0,14,29,41,18,6,3,15,25,31,8,13,12,12.7,3.7,-1.7,4,7,6,39,14,38,3,0
840,3,157,10,55,1,14,16,1,168,12,31,1,0,0,1,0,0,29,0,16,29,48,24,19,3,16,25,46,12,25,12,12.4,0.5,1.79,6,65,20,5,1,25,2,1
841,3,147,10,146,1,1,16,181,251,103,87,1,0,0,0,0,0,40,0,14,30,48,18,6,10,15,27,39,8,13,19,10.8,1.4,1.74,4,55,34,23,14,57,4,0
842,3,143,10,59,1,1,16,165,242,3,5,0,0,0,1,1,0,26,0,14,28,47,19,16,3,15,24,38,9,25,12,10.8,1.4,1.74,8,4,34,7,7,16,1,0
843,5,116,16,154,1,9,17,174,242,11,6,0,1,1,0,1,1,38,0,16,37,52,29,19,8,19,31,41,15,30,20,12.6,2.6,5.32,10,55,45,28,57,43,4,0
844,3,6,10,100,1,1,16,12,6,30,44,0,0,0,1,0,0,26,0,14,29,48,24,19,3,15,25,38,14,26,12,11.1,0.6,2.02,5,7,14,13,4,17,1,1
845,9,8,14,155,1,9,18,192,281,34,95,1,1,1,0,1,1,37,0,14,37,50,28,28,5,22,33,45,17,27,13,21.5,5.8,-0.05999999999999961,11,49,44,15,23,50,10,1
846,3,89,10,158,1,1,16,1,6,12,39,0,0,1,1,0,0,26,0,14,29,49,22,19,3,15,25,41,11,23,12,12.7,3.7,-1.7,3,28,12,16,59,12,1,2
847,3,116,10,148,1,1,16,110,168,12,87,0,0,0,1,1,0,35,0,14,29,48,24,20,3,15,25,38,14,27,12,8.9,1.4,3.51,8,85,14,40,17,54,2,1
848,4,6,10,167,0,3,16,1,60,23,87,0,0,0,1,0,0,31,0,14,28,46,23,16,3,15,24,40,12,24,12,9.4,-0.8,-3.12,6,7,40,13,46,20,1,1
849,11,11,15,126,1,4,22,188,254,107,72,1,1,1,0,1,1,32,0,18,34,54,26,23,11,18,29,40,17,32,19,10.8,8.4,5.74,9,10,49,10,68,49,13,1
850,3,92,10,148,1,1,16,110,60,103,70,1,0,0,1,0,0,27,0,14,29,49,24,20,3,15,25,41,13,27,12,11.1,0.6,2.02,6,12,14,15,33,28,0,1
851,3,167,10,52,1,16,16,1,278,64,79,0,0,0,1,0,1,31,0,21,35,55,30,20,3,20,29,43,18,26,12,8.9,1.4,3.51,0,16,23,36,55,66,5,1
852,3,89,10,96,1,1,16,183,33,103,17,1,0,0,1,0,0,28,0,14,28,49,21,17,3,15,24,43,10,23,12,10.8,1.4,1.74,0,80,45,1,19,38,4,2
853,3,92,15,121,1,1,16,5,168,12,79,1,0,0,1,0,0,29,0,14,31,49,25,18,3,15,27,39,15,25,12,12.7,3.7,-1.7,2,32,12,10,30,11,4,1
854,3,6,10,17,1,1,16,1,6,38,39,1,0,1,1,1,0,31,0,27,40,60,31,18,3,25,36,59,19,24,13,11.1,0.6,2.02,8,55,10,10,43,60,5,2
855,3,6,10,158,1,1,16,183,278,12,70,0,0,0,1,0,1,28,0,14,30,48,25,18,3,15,26,38,15,25,12,11.1,0.6,2.02,6,51,21,16,5,15,0,1
856,3,6,11,96,1,1,16,1,251,23,87,1,0,0,1,1,1,27,0,14,28,46,18,6,3,15,24,36,8,13,12,11.1,0.6,2.02,8,93,24,30,47,16,1,0
857,3,116,10,20,0,1,16,110,251,64,70,1,0,0,1,0,0,32,0,14,29,52,19,16,3,15,25,37,8,13,18,9.4,-0.8,-3.12,5,30,31,13,42,10,5,0
858,8,6,23,130,1,4,25,6,12,23,88,0,1,1,0,1,1,34,0,21,40,55,29,29,8,19,34,44,19,35,18,12.7,9.7,4.3,15,66,21,15,24,35,2,1
859,3,6,10,55,1,1,16,183,278,103,104,1,0,0,1,0,0,26,0,14,28,48,21,18,3,15,24,40,13,25,12,10.8,1.4,1.74,9,52,34,20,34,61,2,1
860,3,6,10,158,1,1,16,183,251,103,87,0,0,0,1,0,1,27,0,14,29,47,24,18,3,15,25,37,14,25,12,12.7,3.7,-1.7,7,9,18,28,19,1,4,1
861,3,116,10,121,1,1,16,5,168,11,44,0,0,0,1,0,0,32,0,14,31,53,25,18,3,15,27,43,15,25,12,12.7,3.7,-1.7,7,7,33,21,8,0,2,2
862,3,6,12,54,1,1,16,165,251,30,70,1,0,0,1,0,0,28,0,14,29,47,24,19,3,15,25,37,14,26,12,9.4,-0.8,-3.12,2,74,1,11,25,58,1,1
863,4,116,10,121,1,13,16,181,251,103,31,0,0,0,1,1,0,45,0,14,30,49,25,18,3,15,27,39,16,25,12,13.9,-0.3,0.79,5,49,28,30,40,12,4,1
864,5,94,19,61,1,9,24,112,6,25,49,1,1,1,0,1,1,34,0,21,29,52,24,23,12,24,28,51,8,16,13,19.9,2.7,5.79,9,9,53,17,6,46,3,2
865,3,92,10,155,1,1,16,183,278,36,70,1,0,0,1,1,1,26,0,14,29,47,19,17,3,15,25,31,8,13,12,8.9,1.4,3.51,4,80,19,19,53,66,3,0
866,11,146,18,60,1,10,19,8,8,33,70,0,1,1,0,1,1,44,0,18,36,56,24,18,9,23,33,46,14,33,12,22.5,5.8,-4.06,10,18,24,23,5,0,8,0
867,4,116,10,167,0,12,16,181,251,30,44,1,0,0,1,1,0,49,0,14,28,46,18,6,3,15,24,36,8,13,12,7.6,2.6,0.32,1,92,4,6,19,34,0,0
868,3,89,11,158,1,1,16,1,6,23,5,1,0,0,1,0,0,26,0,14,30,52,23,17,3,15,26,40,14,26,12,13.9,-0.3,0.79,1,37,19,12,3,16,0,2
869,59,116,10,121,1,1,16,181,251,103,87,0,0,0,1,0,0,44,0,14,30,53,22,17,3,15,26,45,11,25,12,16.2,0.3,-0.92,3,72,39,36,43,7,4,0
870,3,6,11,102,1,1,16,110,168,103,87,1,0,0,1,0,1,27,0,14,29,50,23,19,3,15,25,39,13,24,12,12.4,0.5,1.79,0,75,23,32,60,24,2,1
871,12,156,11,62,1,8,20,185,259,106,78,0,0,1,0,1,0,29,0,20,35,52,26,14,5,23,29,46,19,29,18,12.4,5.2,4.88,6,81,41,16,27,73,4,2
872,3,89,10,158,1,1,16,183,278,38,45,1,0,0,1,0,0,26,0,14,29,52,21,18,3,15,25,41,13,23,12,9.4,-0.8,-3.12,0,29,42,21,1,72,2,2
873,12,56,11,126,1,9,25,183,257,26,45,0,1,1,0,1,0,43,0,19,39,55,23,9,17,21,28,39,12,18,26,13.9,2.7,1.79,3,75,46,22,49,70,12,0
874,3,6,10,55,1,1,16,1,137,23,44,0,0,0,1,0,0,28,0,14,29,51,24,19,3,15,25,42,13,25,12,13.9,-0.3,0.79,4,41,29,36,6,7,1,2
875,3,147,10,100,1,1,16,183,251,103,70,0,0,0,1,0,0,28,0,19,32,56,27,17,3,17,26,39,15,24,12,7.6,2.6,0.32,1,24,34,8,4,21,2,1
876,3,116,10,20,0,1,16,181,278,23,70,1,0,0,1,0,0,32,0,14,29,51,19,16,3,15,25,43,8,13,12,9.4,-0.8,-3.12,4,9,7,31,37,1,4,0
877,3,116,10,167,0,1,16,1,6,103,70,0,0,0,1,1,0,36,0,14,28,54,20,17,3,15,24,43,9,25,12,11.1,0.6,2.02,5,49,37,10,42,41,5,0
878,3,6,11,102,1,1,16,1,251,23,44,1,0,0,1,0,0,26,0,14,29,51,24,18,3,15,25,37,11,25,12,12.7,3.7,-1.7,9,77,24,21,40,31,1,1
879,4,116,10,100,1,1,16,183,278,103,70,0,0,1,1,0,1,50,0,14,29,49,24,19,3,15,25,38,14,28,12,11.1,0.6,2.02,7,69,32,13,6,17,2,1
880,3,50,10,121,1,3,16,181,251,23,44,0,0,1,0,0,0,36,0,14,30,48,18,6,10,15,26,38,8,13,19,13.9,-0.3,0.79,3,67,40,13,41,66,3,0
881,4,6,10,100,1,1,16,181,242,103,70,0,0,0,0,0,0,35,0,14,29,53,20,17,3,15,25,45,12,23,12,9.4,-0.8,-3.12,9,87,10,36,13,48,5,0
882,12,14,11,62,1,3,17,185,176,267,421,0,1,0,1,1,1,36,0,15,37,55,25,25,3,20,32,43,22,37,18,14.9,5.4,8.51,17,77,55,40,8,45,4,1
883,3,116,10,167,0,1,16,110,251,30,44,0,0,0,1,0,0,36,0,14,28,50,22,17,3,15,24,38,12,26,12,7.6,2.6,0.32,3,2,3,3,1,58,3,2
884,3,89,10,158,1,1,16,183,278,103,70,1,0,0,1,0,1,28,0,14,29,51,23,19,3,15,25,43,13,25,12,9.4,-0.8,-3.12,5,77,5,40,51,26,2,2
885,6,8,10,84,1,8,18,110,13,107,93,0,1,1,1,1,1,38,0,19,31,64,29,27,10,18,26,48,17,36,19,14.4,1.2,2.88,4,33,53,37,28,6,10,0
886,3,89,11,155,1,1,16,1,6,11,44,1,0,0,0,1,0,26,0,14,29,47,18,6,3,15,25,31,8,13,12,8.9,1.4,3.51,7,12,48,31,5,26,2,0
887,3,6,11,155,1,1,16,110,6,23,44,1,0,0,1,0,0,26,0,14,29,41,18,6,3,15,25,31,8,13,12,11.1,0.6,2.02,2,2,24,12,0,61,5,0
888,3,6,14,121,1,1,16,183,251,38,70,1,0,0,1,0,1,26,0,14,31,49,26,19,3,15,27,39,16,26,12,9.4,-0.8,-3.12,8,37,42,38,31,35,2,1
889,3,6,11,121,1,1,16,1,60,30,104,1,0,0,1,1,0,27,0,14,30,50,25,17,3,15,27,40,15,26,12,13.9,-0.3,0.79,5,2,46,10,57,73,3,1
890,3,92,13,121,1,1,16,5,6,12,39,1,0,0,1,0,0,26,0,14,30,49,25,19,3,15,27,40,16,28,12,13.9,-0.3,0.79,2,13,4,32,13,6,3,0
891,10,10,21,106,1,9,17,119,173,26,79,1,1,1,0,0,1,32,0,16,35,51,29,21,6,23,29,49,14,25,21,19.9,7.7,3.79,12,55,53,25,62,37,11,1
892,3,89,15,146,1,1,16,110,33,30,31,1,0,0,1,0,0,28,0,14,30,48,25,19,3,15,27,39,16,27,12,12.4,0.5,1.79,2,0,40,32,27,54,0,1
893,3,6,11,17,1,1,16,3,168,30,44,1,0,1,0,1,1,26,0,14,23,41,18,6,3,15,19,31,8,13,12,13.9,-0.3,0.79,8,3,28,21,49,36,1,0
894,3,6,11,121,1,1,16,181,251,30,70,1,0,0,1,0,0,28,0,14,31,49,26,18,3,15,27,39,16,25,12,9.4,-0.8,-3.12,0,68,39,32,9,3,3,1
895,3,6,10,155,1,1,16,110,251,23,70,0,0,0,1,0,1,27,0,14,29,48,24,20,3,15,25,37,14,28,12,13.9,-0.3,0.79,5,39,13,31,16,37,4,1
896,56,116,10,102,1,1,16,3,33,11,17,0,0,0,1,0,0,70,0,14,29,48,24,21,3,15,25,41,14,25,12,10.8,1.4,1.74,2,36,37,26,23,65,3,1
897,3,116,10,121,1,1,16,181,251,12,70,0,0,0,1,1,0,35,0,14,31,49,25,21,3,15,27,39,15,28,12,10.8,1.4,1.74,0,41,14,13,52,39,2,0
898,3,89,10,158,1,1,16,183,168,23,104,1,0,0,1,0,0,27,0,14,29,50,22,19,3,15,25,40,12,25,12,12.7,3.7,-1.7,9,11,11,28,46,19,1,0
899,3,89,14,121,1,1,16,110,278,103,44,1,0,0,1,0,1,26,0,14,30,49,25,20,3,15,27,40,16,28,12,13.9,-0.3,0.79,3,56,4,22,25,26,3,1
900,3,116,10,55,1,1,16,165,6,3,17,0,0,0,1,1,0,33,0,14,28,46,18,6,3,15,24,36,8,13,12,7.6,2.6,0.32,9,11,43,12,37,41,3,0
901,3,6,10,167,0,1,16,3,251,12,87,0,0,0,1,1,0,42,0,14,28,47,23,18,3,15,24,40,13,26,12,13.9,-0.3,0.79,0,8,6,22,28,0,5,1
902,3,6,10,102,1,1,16,62,6,23,39,1,0,0,1,0,0,26,0,14,29,49,24,17,3,15,25,42,14,23,12,7.6,2.6,0.32,7,43,48,17,53,71,3,1
903,4,116,10,167,0,1,16,181,251,103,39,0,0,0,1,0,0,52,0,14,28,46,23,17,3,15,24,36,13,25,12,15.5,2.8,-4.06,5,65,17,20,10,71,2,1
904,3,116,10,20,0,13,16,1,6,23,39,0,0,1,0,1,0,37,0,14,29,47,18,6,3,15,24,36,8,13,12,8.9,1.4,3.51,6,60,50,7,2,51,5,0
905,7,9,17,123,1,9,24,9,174,17,88,0,1,1,0,1,1,34,0,14,33,54,30,22,8,16,29,43,16,33,21,21.2,7.3,0.07999999999999996,8,87,41,45,25,77,14,2
906,3,15,19,172,1,5,18,4,253,12,89,0,1,1,0,1,1,49,0,20,28,53,29,25,4,22,28,42,14,29,19,18.9,8.7,5.79,3,9,10,27,37,6,12,1
907,3,92,13,55,1,1,16,1,6,23,44,0,0,1,0,0,1,28,0,16,28,49,23,20,4,15,24,37,13,27,12,12.7,3.7,-1.7,4,47,40,13,3,25,5,0
908,3,72,11,96,1,1,16,181,251,103,87,1,0,0,1,0,1,28,0,14,28,49,21,18,3,15,24,40,12,25,12,10.8,1.4,1.74,7,29,34,36,41,4,2,2
909,3,89,10,121,1,1,16,110,278,38,70,1,0,0,1,0,1,26,0,14,30,48,25,20,3,15,27,40,16,27,12,12.4,0.5,1.79,4,15,3,17,12,37,3,1
910,3,89,11,158,1,1,16,110,278,12,31,1,0,0,1,1,0,27,0,14,30,51,24,19,3,15,26,40,14,25,12,12.4,0.5,1.79,9,25,7,21,47,19,1,0
911,3,147,13,17,1,1,16,181,251,103,87,1,0,0,1,1,0,27,0,14,23,41,18,6,3,15,19,31,8,13,12,7.6,2.6,0.32,3,66,37,30,13,55,5,0
912,3,116,10,9,1,1,16,5,6,11,39,0,0,0,1,0,0,34,0,14,30,50,25,20,3,15,26,43,13,26,15,16.2,0.3,-0.92,6,33,16,3,18,35,1,2
913,10,10,15,102,1,1,23,3,282,32,93,0,1,0,0,1,0,34,0,21,38,60,25,21,6,19,31,49,14,32,20,11.6,10.6,6.32,12,102,47,40,43,20,8,0
914,3,6,10,100,1,1,16,1,6,7,13,1,0,0,1,0,0,27,0,14,29,51,24,16,3,15,25,38,14,25,12,11.1,0.6,2.02,4,56,50,9,12,12,3,1
915,41,152,14,168,1,11,25,190,256,111,91,0,1,1,0,1,0,52,0,19,36,60,22,11,9,16,25,36,17,18,20,11.6,8.6,8.32,8,25,34,17,47,52,5,0
916,3,6,14,121,1,1,16,110,6,103,44,1,0,0,1,0,1,27,0,14,30,49,25,17,3,15,27,41,15,26,12,12.4,0.5,1.79,9,73,30,34,25,67,1,1
917,9,160,15,106,1,16,25,13,172,32,87,1,1,1,0,1,1,34,0,24,36,52,31,21,10,18,29,39,19,35,15,14.4,2.5,4.79,9,99,35,3,30,48,10,1
918,3,6,11,55,1,1,16,5,278,23,45,0,0,0,1,0,0,26,0,14,28,48,22,18,3,15,24,37,12,25,12,7.6,2.6,0.32,0,26,10,33,20,41,0,1
919,3,6,10,121,1,1,16,21,6,11,44,0,0,0,1,0,0,27,0,16,30,49,25,18,3,16,27,39,16,26,12,11.1,0.6,2.02,1,13,17,3,47,5,2,1
